brand,model,ram_gb,storage_gb,age_months,battery_health,condition,launch_price,price
Realme,Realme Narzo 70 Pro,8,64,31,78,Excellent,19999,6500.0
Vivo,Vivo X100 Pro,8,256,27,77,Poor,89999,21900.0
OnePlus,OnePlus 12,8,128,21,77,Excellent,64999,29900.0
Oppo,Oppo A79,6,256,35,72,Good,19999,5300.0
OnePlus,OnePlus Open,12,256,18,84,Good,139999,76000.0
Xiaomi,Poco X6 Pro,6,64,41,66,Excellent,25999,6300.0
Realme,Realme Narzo 70 Pro,6,64,8,87,Good,19999,12600.0
Google,Pixel 8 Pro,16,1024,19,78,Fair,106999,48700.0
Apple,iPhone XR,16,128,25,79,Excellent,76900,37700.0
Oppo,Oppo Reno 11 Pro,6,256,27,73,Excellent,37999,13100.0
Oppo,Oppo F25 Pro,8,64,29,86,Good,23999,8000.0
Realme,Realme Narzo 70 Pro,8,128,13,91,Good,19999,12300.0
Xiaomi,Xiaomi 14 Ultra,12,512,31,75,Good,99999,31200.0
Xiaomi,Xiaomi 13 Pro,12,128,9,81,Fair,79999,46000.0
Xiaomi,Xiaomi 14,12,256,1,94,Good,69999,59400.0
Vivo,Vivo X90,6,256,17,79,Good,59999,28200.0
Motorola,Moto G85,6,128,35,81,Excellent,17999,5300.0
Realme,Realme 11 Pro,6,256,6,88,Good,23999,17400.0
Xiaomi,Xiaomi 13 Pro,16,256,2,94,Excellent,79999,74400.0
Apple,iPhone 12 Mini,8,256,10,89,Good,69900,51500.0
Apple,iPhone 16 Pro,24,512,40,77,Good,134900,38100.0
Realme,Realme 12 Pro+,6,128,41,70,Excellent,29999,7500.0
Nothing,Nothing Phone 1,6,64,29,82,Poor,29999,8300.0
Apple,iPhone XS Max,24,512,30,79,Good,109900,42000.0
Apple,iPhone 11 Pro Max,24,512,37,69,Excellent,109900,37700.0
Samsung,Galaxy M55,8,128,1,86,Good,26999,22900.0
Realme,Realme Narzo 70 Pro,8,64,39,67,Fair,19999,4000.0
Apple,iPhone 13 Pro Max,24,1024,43,67,Excellent,129000,36600.0
Samsung,Galaxy S23 FE,8,128,38,69,Good,59999,15400.0
Nothing,Nothing Phone 1,8,256,27,80,Good,29999,12400.0
OnePlus,OnePlus 10 Pro,6,256,31,79,Poor,61999,13900.0
Motorola,Moto Razr 40 Ultra,8,256,5,100,Fair,89999,59400.0
Xiaomi,Poco M6 Pro,6,64,26,91,Excellent,14999,6500.0
OnePlus,OnePlus Nord 4,8,256,25,86,Excellent,29999,13300.0
Samsung,Galaxy A35,8,256,15,73,Good,30999,16900.0
OnePlus,OnePlus 10 Pro,12,256,8,99,Excellent,61999,50000.0
Samsung,Galaxy S23 Ultra,24,256,25,91,Good,124999,57300.0
Oppo,Oppo A79,6,128,42,75,Good,19999,4400.0
Samsung,Galaxy F54,8,64,29,81,Good,29999,11100.0
Xiaomi,Xiaomi 14,12,256,35,81,Excellent,69999,21500.0
Nokia,Nokia G42 5G,6,64,43,64,Excellent,12999,3000.0
Nokia,Nokia G42 5G,4,128,16,95,Excellent,12999,7600.0
Realme,Realme 12 Pro+,6,64,22,81,Fair,29999,11500.0
Realme,Realme GT 6T,8,64,9,79,Excellent,30999,20600.0
Samsung,Galaxy S24 Ultra,16,256,38,69,Excellent,129999,36500.0
Samsung,Galaxy S24,16,256,34,76,Good,79999,23800.0
Realme,Realme GT 6T,8,256,15,87,Poor,30999,11100.0
Oppo,Oppo F25 Pro,8,256,2,100,Good,23999,19900.0
OnePlus,OnePlus Open,12,256,21,84,Good,139999,63600.0
Apple,iPhone 12 Pro Max,16,1024,34,72,Good,129900,45300.0
Samsung,Galaxy M55,6,128,29,84,Fair,26999,8800.0
Google,Pixel 6a,8,128,47,72,Good,29999,6300.0
Samsung,Galaxy M55,8,64,6,94,Fair,26999,18100.0
Samsung,Galaxy F54,8,64,36,87,Good,29999,9400.0
Xiaomi,Redmi Note 12 Pro,8,256,4,98,Poor,23999,13400.0
Xiaomi,Xiaomi 14,12,128,10,86,Excellent,69999,48700.0
Xiaomi,Xiaomi 14,8,128,28,74,Fair,69999,21100.0
Google,Pixel 9 Pro XL,24,1024,45,67,Good,124999,27700.0
Xiaomi,Redmi Note 12 Pro,6,64,10,92,Good,23999,15500.0
Samsung,Galaxy F54,6,64,48,60,Good,29999,5700.0
Apple,iPhone 12 Pro Max,24,1024,6,90,Fair,129900,98600.0
Oppo,Oppo Find X7 Ultra,16,128,18,78,Good,74999,32700.0
Apple,iPhone SE 2020,6,256,28,80,Excellent,42500,20700.0
Realme,Realme Narzo 70 Pro,8,64,15,79,Excellent,19999,10500.0
Apple,iPhone 15 Pro Max,16,512,21,87,Excellent,159900,94500.0
Xiaomi,Xiaomi 13 Pro,8,256,35,71,Fair,79999,19200.0
Samsung,Galaxy Z Fold 5,24,256,28,71,Excellent,154999,63600.0
Motorola,Moto Razr 40 Ultra,16,256,37,65,Excellent,89999,23900.0
Nokia,Nokia X30,6,256,45,72,Fair,36999,5800.0
Google,Pixel 9,8,256,38,70,Fair,79999,19900.0
Apple,iPhone 12 Pro,12,256,33,76,Good,119000,41700.0
Apple,iPhone 12 Mini,8,128,16,89,Excellent,69900,46500.0
Oppo,Oppo Find X7 Ultra,8,512,32,78,Good,74999,21700.0
Realme,Realme Narzo 70 Pro,8,256,21,83,Good,19999,8700.0
Apple,iPhone 17,12,512,5,93,Excellent,89900,90700.0
Samsung,Galaxy S22 Ultra,16,256,42,77,Good,109999,26000.0
OnePlus,OnePlus 12,8,128,21,73,Good,64999,28600.0
Nokia,Nokia G42 5G,6,64,22,84,Good,12999,5100.0
Vivo,Vivo V29,8,256,34,74,Good,32999,8800.0
Nothing,Nothing Phone 1,8,128,22,80,Good,29999,13600.0
Xiaomi,Xiaomi 14,12,256,19,81,Excellent,69999,37000.0
Nokia,Nokia G21,4,128,6,88,Excellent,12499,9500.0
Vivo,Vivo Y200,8,64,39,69,Good,21999,4900.0
Realme,Realme Narzo 70 Pro,8,64,43,64,Poor,19999,3100.0
Samsung,Galaxy M55,8,256,24,66,Excellent,26999,11800.0
IQOO,IQOO 12,8,256,13,87,Excellent,52999,33700.0
Samsung,Galaxy A55,12,128,43,72,Excellent,39999,10200.0
Samsung,Galaxy A35,8,64,11,92,Good,30999,22300.0
Vivo,Vivo V29,6,128,24,88,Good,32999,12700.0
Xiaomi,Xiaomi Pad 6,8,256,29,78,Poor,26999,6300.0
Nothing,Nothing Phone 2,8,256,30,81,Fair,44999,14500.0
OnePlus,OnePlus Nord CE 4,6,64,39,74,Good,24999,6600.0
Realme,Realme GT 6T,6,128,6,94,Fair,30999,19400.0
Nothing,Nothing Phone 2a,6,128,6,95,Good,23999,18700.0
Samsung,Galaxy Z Fold 5,12,512,33,73,Good,154999,47700.0
Samsung,Galaxy S22 Ultra,12,256,21,92,Good,109999,57700.0
Samsung,Galaxy S24 Ultra,16,512,45,63,Fair,129999,25000.0
OnePlus,OnePlus Open,24,256,6,95,Excellent,139999,125400.0
Realme,Realme Narzo 70 Pro,6,128,16,85,Excellent,19999,10700.0
Xiaomi,Xiaomi Pad 6,8,64,8,93,Good,26999,18900.0
Realme,Realme 12 Pro+,6,128,28,72,Excellent,29999,10600.0
Realme,Realme Narzo 70 Pro,6,256,43,83,Excellent,19999,4900.0
OnePlus,OnePlus 12,8,256,3,100,Good,64999,58900.0
Apple,iPhone 17 Pro,16,256,23,81,Excellent,144900,81300.0
Oppo,Oppo F25 Pro,6,64,23,89,Good,23999,10100.0
Apple,iPhone XR,16,256,41,71,Good,76900,22000.0
Samsung,Galaxy S23 FE,6,128,13,90,Fair,59999,33300.0
Apple,iPhone SE 2020,8,256,17,93,Excellent,42500,31000.0
Samsung,Galaxy M55,8,128,8,92,Fair,26999,17700.0
Xiaomi,Poco X6 Pro,8,128,12,80,Fair,25999,13200.0
Google,Pixel 9,16,256,6,91,Good,79999,70800.0
Apple,iPhone 13 Mini,8,128,6,89,Good,69900,61400.0
Samsung,Galaxy F54,8,128,29,82,Excellent,29999,12800.0
Xiaomi,Xiaomi Pad 6,8,128,41,84,Excellent,26999,7200.0
Xiaomi,Poco M6 Pro,4,64,10,87,Fair,14999,8200.0
Xiaomi,Xiaomi 14 Ultra,8,128,16,86,Good,99999,51900.0
Realme,Realme 12 Pro+,8,128,24,74,Good,29999,10700.0
Samsung,Galaxy A55,8,256,21,79,Excellent,39999,20000.0
OnePlus,OnePlus Nord CE 4,6,128,17,81,Good,24999,13000.0
Realme,Realme 11 Pro,8,64,8,91,Excellent,23999,18400.0
Samsung,Galaxy Note 20 Ultra,24,512,43,70,Excellent,104999,25000.0
OnePlus,OnePlus 10 Pro,8,128,46,65,Excellent,61999,13700.0
Apple,iPhone 16,8,128,16,76,Fair,79900,38800.0
Realme,Realme 11 Pro,8,256,9,87,Excellent,23999,17500.0
Vivo,Vivo V29,8,128,37,71,Excellent,32999,9300.0
Realme,Realme GT 6T,8,128,44,65,Fair,30999,5500.0
Realme,Realme 12 Pro+,6,128,33,74,Fair,29999,7100.0
Samsung,Galaxy A55,6,256,11,95,Excellent,39999,31400.0
OnePlus,OnePlus 10 Pro,6,256,13,99,Good,61999,39700.0
Samsung,Galaxy M55,8,256,35,81,Good,26999,8600.0
Apple,iPhone 12 Pro,24,256,2,98,Excellent,119000,138000.0
Oppo,Oppo F25 Pro,6,256,27,77,Fair,23999,7000.0
Realme,Realme 11 Pro,8,64,44,67,Good,23999,4900.0
Vivo,Vivo X100 Pro,8,256,27,74,Good,89999,29500.0
Vivo,Vivo V30 Pro,12,256,26,79,Excellent,41999,15500.0
Realme,Realme GT 6T,8,64,30,81,Excellent,30999,10800.0
IQOO,IQOO Neo 9 Pro,12,256,16,89,Poor,35999,13600.0
Google,Pixel 7 Pro,16,512,21,83,Poor,84999,30400.0
Motorola,Moto Razr 40 Ultra,12,128,6,94,Poor,89999,45800.0
Nokia,Nokia G42 5G,4,128,4,99,Fair,12999,8600.0
OnePlus,OnePlus 10 Pro,12,128,7,92,Good,61999,49300.0
Oppo,Oppo F25 Pro,8,128,3,86,Excellent,23999,19700.0
Samsung,Galaxy Z Fold 5,24,512,36,77,Excellent,154999,50200.0
Vivo,Vivo T3,6,64,7,82,Excellent,19999,15100.0
Oppo,Oppo Reno 11 Pro,6,256,33,81,Excellent,37999,11800.0
Vivo,Vivo V30 Pro,8,256,10,83,Excellent,41999,28000.0
Samsung,Galaxy Z Fold 5,24,1024,20,78,Good,154999,71700.0
OnePlus,OnePlus Open,24,1024,20,81,Excellent,139999,71600.0
Xiaomi,Xiaomi Pad 6,8,256,45,68,Good,26999,5400.0
Apple,iPhone 14 Plus,16,128,38,64,Good,89900,27700.0
Xiaomi,Xiaomi 13 Pro,16,128,3,94,Good,79999,65800.0
Apple,iPhone 17 Pro,16,512,27,84,Good,144900,67500.0
Nothing,Nothing Phone 1,6,256,9,97,Good,29999,21700.0
Vivo,Vivo V29,8,128,12,80,Good,32999,19100.0
Motorola,Moto Razr 40 Ultra,16,256,13,89,Poor,89999,34400.0
Apple,iPhone 14 Plus,12,256,46,69,Excellent,89900,22600.0
IQOO,IQOO Z9,8,128,8,99,Good,19999,13900.0
Nothing,Nothing Phone 1,8,64,19,98,Excellent,29999,18100.0
Vivo,Vivo V30 Pro,12,256,14,90,Excellent,41999,25900.0
IQOO,IQOO Z9,8,64,7,84,Excellent,19999,15000.0
OnePlus,OnePlus 11R,12,128,4,87,Excellent,37999,32400.0
OnePlus,OnePlus 12R,12,128,1,100,Excellent,39999,40600.0
Motorola,Moto G85,6,64,19,79,Excellent,17999,8500.0
Nothing,Nothing Phone 2,12,128,35,73,Excellent,44999,14600.0
Xiaomi,Xiaomi 13 Pro,8,256,32,64,Excellent,79999,26100.0
Motorola,Moto Razr 40 Ultra,8,128,20,80,Poor,89999,27800.0
Realme,Realme Narzo 70 Pro,6,256,30,75,Excellent,19999,7000.0
Xiaomi,Xiaomi 13 Pro,16,256,42,69,Good,79999,17800.0
Realme,Realme 12 Pro+,6,256,41,74,Fair,29999,6000.0
OnePlus,OnePlus Nord 4,6,128,43,83,Good,29999,7600.0
Samsung,Galaxy S23 FE,8,128,29,87,Fair,59999,20700.0
Apple,iPhone 17 Pro Max,16,1024,24,79,Excellent,169900,83300.0
Xiaomi,Poco M6 Pro,6,64,41,68,Fair,14999,3000.0
Realme,Realme 12 Pro+,6,64,31,82,Good,29999,9700.0
OnePlus,OnePlus Open,24,1024,14,94,Fair,139999,76700.0
Realme,Realme GT 6T,8,256,46,58,Excellent,30999,6700.0
Nothing,Nothing Phone 2a,6,256,35,84,Excellent,23999,7900.0
OnePlus,OnePlus Open,12,1024,14,85,Fair,139999,71200.0
Samsung,Galaxy Z Flip 5,8,512,27,71,Good,99999,35700.0
OnePlus,OnePlus 10 Pro,12,128,26,79,Excellent,61999,24400.0
Xiaomi,Redmi Note 12 Pro,6,256,4,93,Poor,23999,12700.0
IQOO,IQOO Neo 9 Pro,6,256,27,80,Good,35999,13600.0
Nokia,Nokia X30,8,256,29,80,Fair,36999,11100.0
Xiaomi,Xiaomi 14,12,128,42,71,Poor,69999,10600.0
Samsung,Galaxy F54,6,64,2,91,Poor,29999,19200.0
Vivo,Vivo T3,8,256,25,82,Excellent,19999,8200.0
IQOO,IQOO Z9,6,64,43,65,Good,19999,4300.0
Motorola,Moto Edge 50 Ultra,6,128,5,93,Good,54999,41700.0
Samsung,Galaxy S23 Ultra,24,256,26,80,Good,124999,52200.0
Oppo,Oppo Find X7 Ultra,8,512,19,84,Good,74999,34800.0
Oppo,Oppo F25 Pro,6,128,10,100,Poor,23999,10800.0
Xiaomi,Redmi Note 13 Pro,8,64,36,85,Fair,25999,6400.0
Xiaomi,Poco M6 Pro,6,64,23,77,Poor,14999,4200.0
Oppo,Oppo F25 Pro,8,128,10,87,Good,23999,14200.0
Apple,iPhone 13,16,128,30,80,Fair,79900,28900.0
Nokia,Nokia X30,12,128,25,80,Good,36999,14500.0
Motorola,Moto Razr 40 Ultra,8,512,47,70,Fair,89999,13600.0
Xiaomi,Xiaomi Pad 6,6,64,13,89,Good,26999,14800.0
Apple,iPhone 12 Pro,16,256,14,79,Poor,119000,54900.0
Samsung,Galaxy F54,8,64,45,64,Fair,29999,5700.0
Oppo,Oppo F25 Pro,8,128,35,71,Good,23999,6200.0
Xiaomi,Poco M6 Pro,6,128,7,93,Fair,14999,9100.0
Apple,iPhone 12,12,256,3,84,Good,79900,73100.0
Samsung,Galaxy S24 Ultra,16,1024,38,66,Excellent,129999,37100.0
Xiaomi,Xiaomi Pad 6,6,128,36,70,Good,26999,7100.0
Apple,iPhone SE 2022,12,256,30,82,Excellent,43900,20200.0
OnePlus,OnePlus 11,12,128,34,83,Excellent,56999,20500.0
IQOO,IQOO Z9,6,64,27,84,Excellent,19999,7700.0
Apple,iPhone SE 2020,8,256,4,99,Good,42500,41500.0
Realme,Realme Narzo 70 Pro,8,64,1,88,Excellent,19999,18100.0
OnePlus,OnePlus 10 Pro,6,256,12,86,Excellent,61999,40400.0
Samsung,Galaxy S23 Ultra,12,1024,34,74,Fair,124999,31400.0
Nokia,Nokia X30,8,128,45,73,Excellent,36999,7700.0
Motorola,Moto Edge 50 Ultra,12,128,6,86,Good,54999,38200.0
Vivo,Vivo X90,6,256,28,81,Good,59999,20700.0
Motorola,Moto Edge 50 Ultra,12,128,15,88,Fair,54999,24800.0
Samsung,Galaxy S24+,16,256,35,85,Good,99999,30100.0
IQOO,IQOO Neo 9 Pro,6,128,38,79,Fair,35999,8000.0
Apple,iPhone 15 Plus,16,128,37,81,Fair,89900,25800.0
Nothing,Nothing Phone 2a,8,128,48,77,Good,23999,4600.0
Nokia,Nokia X30,6,128,28,92,Excellent,36999,13900.0
Realme,Realme Narzo 70 Pro,8,64,41,67,Good,19999,4400.0
IQOO,IQOO Neo 9 Pro,8,128,44,87,Good,35999,7800.0
Oppo,Oppo F25 Pro,6,256,5,95,Good,23999,18100.0
Oppo,Oppo A79,8,128,7,92,Excellent,19999,15900.0
Xiaomi,Redmi Note 12 Pro,8,64,9,95,Good,23999,16100.0
Samsung,Galaxy S24 Ultra,12,512,36,76,Excellent,129999,40500.0
Xiaomi,Poco F6,6,128,27,76,Fair,29999,9300.0
Apple,iPhone 15 Plus,16,256,11,90,Excellent,89900,74400.0
OnePlus,OnePlus 11,6,128,28,77,Fair,56999,17400.0
IQOO,IQOO 12,12,256,39,76,Good,52999,12500.0
Samsung,Galaxy S23 FE,6,256,22,84,Fair,59999,24400.0
Xiaomi,Xiaomi Pad 6,6,128,21,77,Good,26999,11300.0
OnePlus,OnePlus Nord 4,6,128,21,80,Good,29999,14400.0
Apple,iPhone 12 Pro Max,16,512,26,88,Good,129900,63300.0
Apple,iPhone 15,16,512,2,100,Good,79900,81100.0
Apple,iPhone 16 Pro Max,16,1024,32,73,Excellent,159900,61400.0
Apple,iPhone 15 Pro,24,512,25,96,Good,134900,67700.0
OnePlus,OnePlus Nord CE 4,6,128,45,76,Fair,24999,4600.0
Realme,Realme GT 6T,6,64,43,67,Good,30999,6500.0
Realme,Realme Narzo 70 Pro,8,128,7,87,Excellent,19999,14400.0
OnePlus,OnePlus 11R,8,256,26,70,Good,37999,13900.0
Samsung,Galaxy Z Flip 5,8,256,27,80,Fair,99999,33600.0
Google,Pixel 8 Pro,16,512,22,77,Good,106999,48600.0
Xiaomi,Poco X6 Pro,8,64,20,84,Excellent,25999,13200.0
Samsung,Galaxy S22 Ultra,24,256,44,72,Good,109999,24500.0
Realme,Realme 12 Pro+,8,256,28,65,Poor,29999,6800.0
Xiaomi,Xiaomi 13 Pro,8,512,43,67,Good,79999,16300.0
